id_cliente,nombre,edad,genero,ciudad,distrito,fecha_registro,canal_preferido,segmento
9215,Alejandra Ayala Cepeda,23.0,F,Arequipa,Cercado,2022-11-08,Web,Regular
9216,Diana Salcido,43.0,F,Lima,Pueblo Libre,2021-01-16,Web,Regular
9217,Wendolin Carbajal,27.0,F,Arequipa,Cerro Colorado,2022-06-05,Web,Premium
9218,Reynaldo Armando Munguía Ferrer,29.0,M,Trujillo,La Merced,2021-07-25,Tienda Física,Ocasional
9219,Camilo Barrientos,21.0,M,Lima,Barranco,2020-11-06,Tienda Física,Ocasional
9220,Dr. Omar Salcido,58.0,M,Cusco,Cercado,2021-04-06,Tienda Física,Ocasional
9221,Carlos Alvaro Alonso Sevilla,29.0,M,Lima,San Isidro,2021-11-24,App,Ocasional
9222,Dra. Elsa Guerrero,49.0,F,Lima,Lince,2020-07-08,Tienda Física,Nuevo
9223,Alberto Alejandro Galván,25.0,M,Arequipa,Cercado,2020-05-05,App,Ocasional
9224,Sr. Gustavo Hernandes,41.0,M,Lima,Barranco,2022-06-29,Web,Nuevo
9225,María Teresa Alfaro Vega,34.0,F,Arequipa,Paucarpata,2022-08-19,App,Nuevo
9226,Camila Osorio Corral,34.0,F,Cusco,San Sebastián,2021-07-11,,Premium
9227,Sra. Reina Hinojosa,31.0,F,Lima,Pueblo Libre,2022-09-07,App,Regular
9228,Lic. Sessa Pabón,25.0,F,Lima,Magdalena,2022-04-27,Tienda Física,Ocasional
9229,Alberto Cintrón,64.0,M,Lima,Jesus María,2021-09-28,Web,Premium
9230,Socorro Ibarra,51.0,F,Arequipa,Cayma,2022-09-08,Web,Nuevo
9231,Felix Adán Alejandro,46.0,M,Lima,San Isidro,2021-09-28,Tienda Física,Ocasional
9232,Rubén Méndez Carvajal,60.0,M,Lima,Lince,2022-03-03,Web,Nuevo
9233,Mauro Eloy Arreola,22.0,M,Piura,Miraflores,2020-03-29,Web,Regular
9234,Jerónimo Arguello Sauceda,31.0,M,Trujillo,Vista Alegre,2022-05-29,Web,Ocasional
9235,Antonio Feliciano del Valle,45.0,M,Lima,Pueblo Libre,2021-01-22,Tienda Física,Ocasional
9236,Rufino Cornelio Gurule Fernández,27.0,M,Trujillo,El Recreo,2022-04-07,App,Ocasional
9237,Leonel Javier Grijalva,38.0,M,Arequipa,Cerro Colorado,,Web,Regular
9238,Eduardo Jaime Durán,52.0,M,Cusco,San Sebastián,2021-12-03,App,Ocasional
9239,Lic. Iván Marrero,48.0,M,Lima,Pueblo Libre,2022-11-22,Tienda Física,Premium
9240,Flavio Ordóñez,48.0,M,Cusco,Cercado,2020-01-04,Web,Regular
9241,Daniela Vera Tovar,46.0,F,Lima,Surco,2020-04-03,Tienda Física,Regular
9242,Indira Alta  Gracia Acuña Ozuna,48.0,F,Lima,San Isidro,2022-06-08,Web,
9243,Natividad Laura Venegas Casas,29.0,F,Lima,Barranco,2021-10-08,Web,Nuevo
9244,Miguel Ángel Méndez Valladares,34.0,M,Trujillo,Centro,2021-10-20,Tienda Física,Premium
9245,Minerva Lara,44.0,F,Trujillo,Centro,2021-11-15,Tienda Física,Regular
9246,Judith Elsa Cotto Becerra,30.0,F,Arequipa,Cayma,2021-12-30,Web,Ocasional
9247,Dr. Serafín Haro,44.0,M,Lima,Miraflores,2020-10-13,Tienda Física,Regular
9248,Francisca Josefina de la Garza Hinojosa,55.0,F,Lima,Surco,2022-06-12,Tienda Física,Regular
9249,Barbara Ofelia Mota,44.0,F,Cusco,Cercado,2020-07-31,Tienda Física,Regular
9250,Citlali Dolores Zedillo,24.0,F,Trujillo,La Merced,2020-01-07,Tienda Física,Ocasional
9251,César Patricio Acuña,47.0,M,Arequipa,Cercado,2022-12-16,Tienda Física,Regular
9252,Minerva Aldonza Casillas Casárez,42.0,F,Lima,Miraflores,2021-01-29,Web,Nuevo
9253,Gabriela Nelly Durán Aguilar,55.0,F,Arequipa,Cayma,2022-04-22,Tienda Física,Nuevo
9254,Roberto Barrios,35.0,M,Lima,Surco,2020-04-20,Tienda Física,Ocasional
9255,Ing. Ángela Cortez,38.0,F,Piura,Centro,2020-08-18,Tienda Física,Ocasional
9256,María Cristina Rael Montalvo,25.0,F,Arequipa,Paucarpata,2022-07-30,Tienda Física,Premium
9257,José María Maximiliano Apodaca Flores,28.0,M,Trujillo,Centro,2021-06-16,Tienda Física,Regular
9258,Ing. Fidel Valladares,24.0,M,Arequipa,Cerro Colorado,2020-05-19,Tienda Física,Ocasional
9259,Carmen Guadalupe Carrera Ordóñez,35.0,F,Trujillo,Centro,2022-05-29,Web,Ocasional
9260,Jorge Alejandro Rincón,37.0,M,Cusco,San Jerónimo,2021-08-31,Tienda Física,Regular
9261,Srita. Carlota Amaya,28.0,F,Lima,Pueblo Libre,2022-10-21,Web,Nuevo
9262,Amador Fierro Casárez,50.0,M,Lima,Jesus María,2020-03-13,Web,Ocasional
9263,Adela Tejeda,18.0,F,Lima,Jesus María,2022-06-07,App,Regular
9264,Angélica Blanca Garibay,38.0,F,Trujillo,Mansiche,2022-09-04,Tienda Física,Nuevo
9265,Jesús Laureano Nava,22.0,M,Arequipa,Cerro Colorado,2021-11-27,Tienda Física,Premium
9266,Lic. Liliana Nevárez,38.0,F,Lima,Lince,2022-05-15,Tienda Física,Nuevo
9267,Anel Maldonado Guzmán,23.0,F,Piura,Veintiséis de Octubre,2020-04-19,App,Ocasional
9268,Guillermina Puente,51.0,F,Lima,La Molina,2021-01-24,Tienda Física,Nuevo
9269,Aldo Chacón Orellana,27.0,M,Trujillo,Mansiche,2020-01-05,Tienda Física,Premium
9270,Srita. Verónica Ontiveros,49.0,F,Trujillo,Vista Alegre,2022-02-11,Tienda Física,Regular
9271,Perla Lorena Esquivel,45.0,F,Lima,Barranco,2021-11-20,Tienda Física,Regular
9272,Elvia Nelly Mascareñas,48.0,F,Lima,Magdalena,2020-05-31,Tienda Física,Regular
9273,Elvira Portillo Partida,47.0,F,Arequipa,Paucarpata,2021-01-20,Tienda Física,Nuevo
9274,Noelia Salma Guajardo Córdova,47.0,F,Lima,San Miguel,2022-10-02,Web,Nuevo
9275,Antonia Soledad Sauceda Montez,55.0,F,Arequipa,Cercado,2022-10-10,Web,Premium
9276,Enrique Rolando Ferrer,27.0,M,Lima,Pueblo Libre,2021-02-01,Tienda Física,Ocasional
9277,Ing. Mayte Barajas,35.0,F,Lima,La Molina,2020-05-09,Tienda Física,Ocasional
9278,Sr. Gonzalo Alcántar,53.0,M,Lima,San Isidro,2020-11-22,Tienda Física,Regular
9279,Ing. Evelio Carranza,34.0,M,Trujillo,Vista Alegre,2021-11-20,App,Nuevo
9280,Paulina Velásquez,52.0,F,Arequipa,Cercado,2022-02-08,Tienda Física,Regular
9281,Porfirio Tapia Pacheco,44.0,M,Lima,Magdalena,2021-09-09,Tienda Física,Ocasional
9282,Flavio Tijerina Reséndez,48.0,M,Cusco,Santiago,2022-03-12,Web,Premium
9283,Mayte Muro Vergara,49.0,F,Trujillo,Mansiche,2020-02-08,App,Regular
9284,Lic. Alma Alfaro,43.0,F,Lima,La Molina,2020-07-06,Tienda Física,Premium
9285,Amador Nieves,31.0,M,Arequipa,Paucarpata,2022-03-26,Web,Regular
9286,Estela Lilia Corrales Viera,18.0,F,Trujillo,La Merced,2021-05-08,Tienda Física,Ocasional
9287,Salvador Alberto Escalante Ramos,34.0,M,Lima,Magdalena,2020-11-02,Tienda Física,Ocasional
9288,Luis Manuel Casillas Lebrón,20.0,M,Cusco,San Sebastián,2021-01-10,Tienda Física,Regular
9289,Noelia Jimínez Menéndez,31.0,F,Trujillo,La Merced,2022-06-16,Tienda Física,Regular
9290,Raúl Samuel Pedraza,41.0,M,Lima,Jesus María,2022-06-09,Web,Regular
9291,Pilar Zamora Pérez,28.0,F,Lima,Barranco,2021-03-20,Tienda Física,Nuevo
9292,David Jerónimo Acosta Rojas,37.0,M,Arequipa,Cerro Colorado,2021-11-23,App,Regular
9293,Lilia Linda Miramontes,39.0,F,Arequipa,Yanahuara,2021-06-14,Tienda Física,Regular
9294,Emiliano Aguirre,56.0,M,Lima,San Miguel,2020-03-31,App,Regular
9295,Ramiro Serrato Curiel,42.0,M,Trujillo,Vista Alegre,2021-03-13,App,Nuevo
9296,Esperanza Berta Alva,27.0,F,Trujillo,La Merced,2021-12-13,Tienda Física,Premium
9297,Sr. Martín Calvillo,38.0,M,Arequipa,Paucarpata,2022-10-05,Web,Nuevo
9298,Blanca Rocío Oquendo,40.0,F,Lima,San Isidro,2022-08-07,Tienda Física,Ocasional
9299,Micaela Lorena Villalobos,38.0,F,Trujillo,Centro,2022-01-15,Tienda Física,Nuevo
9300,Antonio Armenta,18.0,M,Arequipa,Cayma,2022-01-31,Web,Ocasional
9301,Laura Ana Ledesma,40.0,F,Cusco,San Jerónimo,2022-03-21,Tienda Física,Nuevo
9302,Mercedes Judith Maldonado Orozco,37.0,F,Arequipa,Paucarpata,2020-11-09,Tienda Física,Premium
9303,Florencia Anel Meza Hinojosa,22.0,F,Arequipa,Cayma,2022-09-22,Tienda Física,Ocasional
9304,Estela Rosalia Cepeda Ríos,37.0,F,Lima,Barranco,2020-04-08,Tienda Física,Regular
9305,Jaime Cristian Moya,44.0,M,Piura,Veintiséis de Octubre,2021-02-17,Tienda Física,Regular
9306,Ernesto de Anda,28.0,M,Lima,San Miguel,2021-09-04,Web,Nuevo
9307,Ing. Esparta Pérez,42.0,F,Piura,Centro,2020-09-18,Web,Ocasional
9308,Abigail Montemayor,37.0,F,Trujillo,El Recreo,2021-09-02,Web,Nuevo
9309,Rebeca Sara Casillas,43.0,F,Arequipa,Paucarpata,2022-01-19,App,Premium
9310,Yolanda Abigail Zapata,44.0,F,Lima,La Molina,2021-09-26,Web,Nuevo
9311,Salvador César Lerma Guevara,42.0,M,Lima,Miraflores,2022-08-08,Tienda Física,Nuevo
9312,Natividad Sara Salazar Rivero,45.0,F,Piura,Miraflores,2022-04-02,Web,Premium
9313,María Luisa Luz Altamirano,44.0,F,Lima,Surco,2022-04-09,Tienda Física,Regular
9314,Leonardo Felipe Ochoa Alcántar,44.0,M,Cusco,Santiago,2022-05-27,Web,Ocasional
9315,César de Jesús,34.0,M,Lima,San Miguel,2021-12-17,Tienda Física,Ocasional
9316,Natividad Zedillo,18.0,F,Trujillo,El Recreo,2020-06-06,App,Ocasional
9317,Abraham José Luis Flores,68.0,M,Lima,Magdalena,2022-09-10,Tienda Física,Nuevo
9318,Santiago Dávila Gallegos,22.0,M,Piura,Centro,2020-09-26,Web,Ocasional
9319,Srita. Aida Zamora,53.0,F,Cusco,Cercado,2022-06-20,App,Ocasional
9320,Cristina de la O,47.0,F,Lima,Barranco,2021-02-28,Tienda Física,Regular
9321,Horacio Luis Miguel Alemán,33.0,M,Cusco,San Sebastián,2022-10-26,App,Ocasional
9322,Óliver Núñez,19.0,M,Arequipa,Cayma,2020-03-18,App,Nuevo
9323,Lic. Carla Calvillo,63.0,F,Arequipa,Paucarpata,2020-01-23,App,Ocasional
9324,Lourdes Alcaraz Lozano,29.0,F,Piura,Sullana,2021-11-29,Tienda Física,Regular
9325,Elias Luis Magaña,35.0,M,Lima,Magdalena,2020-10-27,Tienda Física,Ocasional
9326,Fernando Rodríguez Alvarez,38.0,M,Cusco,Cercado,2022-01-27,Tienda Física,Regular
9327,Elvira Sisneros Rodrígez,33.0,F,Piura,Centro,2021-07-10,Web,Ocasional
9328,Dr. Mauro Henríquez,31.0,M,Lima,San Miguel,2022-05-30,Web,Premium
9329,Mónica Helena Almanza,49.0,F,Piura,Sullana,2021-11-08,App,Ocasional
9330,Luz Rael Páez,43.0,F,Cusco,San Sebastián,2020-11-21,Tienda Física,Nuevo
9331,Guillermo Salvador Carmona Piña,51.62937370288517,M,Arequipa,Cayma,2021-11-17,App,Ocasional
9332,Mario Rentería Reyes,48.0,M,Trujillo,El Recreo,2021-07-11,Tienda Física,Ocasional
9333,Eugenio Perea,37.0,M,Lima,San Isidro,2022-09-26,Web,Premium
9334,Lic. Yeni Negrón,31.0,F,Lima,La Molina,2020-09-22,Web,Regular
9335,Sonia Pabón,46.0,F,Lima,Pueblo Libre,2021-03-17,Tienda Física,Ocasional
9336,Sr. Francisco Granado,25.0,M,Trujillo,Vista Alegre,2022-09-03,Tienda Física,Ocasional
9337,Antonio Lorenzo Archuleta,47.0,M,Piura,Veintiséis de Octubre,2021-05-18,App,Premium
9338,Ernesto Ocasio Brito,18.0,M,Trujillo,Vista Alegre,2020-08-25,Tienda Física,Regular
9339,Gregorio Federico Olivera Dávila,44.0,M,Trujillo,La Merced,2022-11-27,Tienda Física,Nuevo
9340,Ruby Armendáriz Ávalos,26.0,F,Arequipa,Cayma,2020-07-15,Tienda Física,Ocasional
9341,Lorenzo Omar Almonte,33.0,M,Arequipa,Cayma,2022-06-01,Web,Regular
9342,Martha Verónica Barrera,46.0,F,Arequipa,Cayma,2020-11-01,Tienda Física,Regular
9343,Adán Negrete,38.0,M,Lima,Magdalena,2020-11-21,Tienda Física,Nuevo
9344,Ángela Mitzy Casas,18.0,F,Trujillo,Mansiche,2022-06-26,Web,Nuevo
9345,Noelia Isabela Barrientos de la Rosa,56.0,F,Arequipa,Cerro Colorado,2020-04-12,Tienda Física,Regular
9346,Lucía Mondragón,44.0,F,Lima,Jesus María,2022-10-12,Tienda Física,Ocasional
9347,Angélica Alejandra Arredondo Esparza,64.0,F,Lima,Barranco,2020-10-17,Tienda Física,Nuevo
9348,Sr. Modesto Quiñónez,27.0,M,Lima,Surco,2020-02-03,App,Ocasional
9349,Gerardo Adán Salas,32.0,M,Arequipa,Cayma,2020-05-17,Web,Nuevo
9350,Srita. Laura Samaniego,47.0,F,Lima,La Molina,2020-11-10,App,Premium
9351,Vicente Rocha Fernández,64.0,M,Lima,Jesus María,2020-06-29,App,Ocasional
9352,María Eugenia Granado,38.0,F,Arequipa,Cercado,2021-06-17,App,Regular
9353,Leonardo Alvarez,25.0,M,Arequipa,Cercado,2022-05-30,App,Regular
9354,Irene Zamora,18.0,F,Cusco,Wanchaq,2021-05-07,Tienda Física,Premium
9355,Susana Rentería Alonzo,42.0,F,Trujillo,La Merced,2022-05-28,Tienda Física,Ocasional
9356,José Luis Óscar Posada Quiroz,25.0,M,Cusco,Wanchaq,2020-02-05,Tienda Física,Premium
9357,Elvia María del Carmen Hinojosa,42.0,F,Trujillo,Mansiche,2021-06-04,Tienda Física,Nuevo
9358,Olga Monroy de la Rosa,34.0,,Lima,Jesus María,2021-07-21,App,Premium
9359,Felipe Raúl Almonte,54.0,M,Arequipa,Yanahuara,2020-08-24,Web,Regular
9360,Jonás Hidalgo,47.0,M,Lima,Pueblo Libre,2020-02-18,Tienda Física,Nuevo
9361,Lic. Andrea Vélez,54.0,F,Arequipa,Cercado,2022-12-17,Tienda Física,Ocasional
9362,Sra. Liliana Cardona,53.0,F,Arequipa,Cayma,2020-02-19,Tienda Física,Ocasional
9363,Bernabé Aurelio Peres,44.0,M,Lima,Magdalena,2020-05-08,Web,Premium
9364,Delia Noemí Villalpando,33.0,F,Piura,Veintiséis de Octubre,2022-09-13,Web,Ocasional
9365,Martín Juárez Toro,35.0,M,Lima,Lince,2022-03-01,Tienda Física,Regular
9366,Rubén Francisco Javier Narváez,49.0,M,Lima,San Miguel,2020-10-20,Tienda Física,Regular
9367,Lic. Dulce Rolón,24.0,F,Arequipa,Paucarpata,2021-06-24,Tienda Física,Regular
9368,Esmeralda Barragán González,51.0,F,Lima,Magdalena,2021-07-25,App,Regular
9369,Teresa Perales,43.0,F,Cusco,Santiago,,App,Regular
9370,Teresa Asunción Bravo Méndez,34.0,F,Lima,Pueblo Libre,2020-06-18,Tienda Física,Regular
9371,Guadalupe Córdova Roldán,41.0,F,Arequipa,Paucarpata,2021-11-15,Tienda Física,Ocasional
9372,Mario Cervántez,39.0,M,Lima,San Isidro,2020-02-10,,Premium
9373,Dulce Abreu Quiñones,43.0,F,Lima,Jesus María,2020-01-28,Tienda Física,Ocasional
9374,Miguel Ángel Preciado Matos,34.0,M,Cusco,San Sebastián,2021-07-18,Tienda Física,Nuevo
9375,Gabino Rocha Casárez,41.0,M,Lima,Miraflores,2022-04-23,Tienda Física,Regular
9376,Elsa Rodrígez Granados,34.0,F,Arequipa,Yanahuara,2021-05-18,Web,Ocasional
9377,Ofelia Menéndez Gallardo,56.0,F,Arequipa,Cerro Colorado,2022-06-11,Web,Ocasional
9378,Elias Homero de la Torre Collado,26.0,M,Arequipa,Cercado,2020-01-05,Web,Regular
9379,Humberto Urías Echeverría,23.0,M,Lima,Barranco,2021-09-24,App,Regular
9380,Dra. Susana Alva,20.0,F,Lima,San Miguel,2021-12-14,Tienda Física,Regular
9381,Eloy Ávila,49.0,M,Cusco,Santiago,2022-11-18,Tienda Física,Regular
9382,César Eduardo Naranjo,53.0,M,Trujillo,Vista Alegre,2021-05-23,App,Regular
9383,María Luisa Velásquez Quiñones,49.0,F,Lima,Surco,2022-02-12,Tienda Física,Nuevo
9384,Carolina Ramírez,53.0,F,Lima,Barranco,2021-12-26,Tienda Física,Ocasional
9385,Judith Gracia Cardona,32.0,F,Lima,La Molina,2020-09-19,Tienda Física,Ocasional
9386,Marco Antonio Nava,52.0,M,Lima,Barranco,2021-06-26,App,Ocasional
9387,Camilo Eloy García,19.0,M,Lima,La Molina,2022-06-28,App,Ocasional
9388,Abril Sara Toledo Juárez,37.0,F,Lima,Miraflores,2020-05-05,Web,Ocasional
9389,Mauricio Clemente Caraballo Brito,36.0,M,Cusco,San Jerónimo,2022-03-15,Web,Premium
9390,Rufino Modesto Becerra,35.0,M,Arequipa,Yanahuara,2021-01-17,Tienda Física,Nuevo
9391,Eugenia Leal Barrios,40.0,F,Trujillo,La Merced,2021-12-04,Tienda Física,Premium
9392,Dra. Esmeralda Tafoya,21.0,F,Lima,Pueblo Libre,2022-07-14,Tienda Física,Ocasional
9393,Srita. Estela Preciado,39.0,F,Trujillo,Mansiche,2022-04-15,Web,Ocasional
9394,Ing. Rufino Garica,55.0,M,Lima,Pueblo Libre,2020-07-21,Web,Premium
9395,Raúl Castro,50.0,M,Trujillo,Centro,2020-03-15,Tienda Física,Premium
9396,Sra. Claudia Ríos,57.0,F,Piura,Sullana,2020-01-16,Web,Regular
9397,Noelia Clara Benítez Escamilla,43.0,F,Trujillo,La Merced,2022-11-23,App,Ocasional
9398,José Víctor Juárez Mares,48.0,M,Piura,Miraflores,2021-11-17,Web,Regular
9399,Catalina Padrón Narváez,56.0,F,Lima,Magdalena,2020-02-29,App,Ocasional
9400,César Baca,31.0,M,Lima,Jesus María,2021-02-07,Tienda Física,Ocasional
9401,Gabriel Óscar Pizarro Leiva,38.0,M,Trujillo,El Recreo,2022-04-30,Web,Ocasional
9402,Mónica Olvera Apodaca,43.0,F,Arequipa,Cercado,2020-10-25,App,Premium
9403,Trinidad Garza,39.0,F,Lima,La Molina,2022-01-21,Web,Premium
9404,Leticia Carolina Farías,26.0,F,Trujillo,El Recreo,2021-08-07,App,Nuevo
9405,Isaac Javier Rodríquez Orozco,44.0,M,Lima,Barranco,2022-10-08,App,Premium
9406,Tomás Jorge Beltrán,65.0,M,Cusco,San Jerónimo,2021-08-30,Web,Ocasional
9407,Frida Ilse Fernández Arriaga,31.0,F,Cusco,Santiago,2020-08-15,Tienda Física,Nuevo
9408,Lic. Pablo Arce,34.0,M,Lima,Jesus María,2022-02-20,Web,Regular
9409,Mercedes Barragán,46.0,F,Cusco,Cercado,2021-06-21,App,Nuevo
9410,Pascual Fidel Tejada Sanabria,41.0,M,Arequipa,Paucarpata,2022-12-04,Tienda Física,Premium
9411,Sra. Olga Hernandes,49.0,F,Arequipa,Yanahuara,2022-07-05,Tienda Física,Nuevo
9412,Zoé Mayorga Baca,40.0,,Lima,Pueblo Libre,2021-06-27,Tienda Física,Ocasional
9413,Ing. Luis Miguel Montenegro,50.0,M,Trujillo,Centro,2021-07-19,Tienda Física,Ocasional
9414,Liliana Minerva Terán Toro,27.0,F,Cusco,San Jerónimo,2020-10-25,Tienda Física,Regular
9415,Pilar Chacón,35.0,F,Arequipa,Yanahuara,2021-10-19,App,Ocasional
9416,Ing. Augusto Madrigal,44.0,M,Lima,Jesus María,2021-11-12,Web,Ocasional
9417,Sr. Rodolfo Torres,44.0,M,Trujillo,Centro,2020-07-25,Web,Nuevo
9418,Angélica Burgos,31.0,F,Arequipa,Yanahuara,2020-07-08,Tienda Física,Nuevo
9419,Aurora Urbina,21.0,F,Arequipa,Paucarpata,2020-02-24,Web,Regular
9420,Uriel Guillermo Zapata Tamez,26.0,M,Lima,San Isidro,2021-05-15,Web,Ocasional
9421,Esparta Rentería Quezada,43.0,F,Lima,San Miguel,2022-11-08,Web,Regular
9422,Dulce María Yolanda Ballesteros,30.0,F,Trujillo,El Recreo,2020-04-27,App,Ocasional
9423,Olga Sepúlveda,50.0,F,Arequipa,Cercado,2021-03-19,Tienda Física,Regular
9424,Lic. Isabel Saucedo,42.0,F,Piura,Centro,2021-01-01,Tienda Física,Regular
9425,Federico Oquendo,38.0,M,Lima,Lince,2021-07-05,App,Regular
9426,Dr. Guillermo García,18.0,M,Lima,Miraflores,2020-08-08,App,Regular
9427,Dr. Andrés Olivas,29.0,M,Lima,Miraflores,2022-09-13,Tienda Física,Nuevo
9428,Rocío Sara Vázquez,34.0,F,Trujillo,La Merced,2022-04-11,Web,Ocasional
9429,Lic. Dulce María Lerma,40.0,F,Lima,La Molina,2020-12-24,Tienda Física,Ocasional
9430,Teodoro Modesto Gracia,44.0,M,Lima,La Molina,2021-03-13,App,Ocasional
9431,Nadia Trinidad Fajardo,41.0,F,Piura,Sullana,2022-09-14,Web,Ocasional
9432,Carla Porras,38.0,F,Trujillo,Vista Alegre,2020-02-04,Tienda Física,Regular
9433,Javier Fernando Cruz,56.0,M,Trujillo,La Merced,2020-06-30,Tienda Física,Ocasional
9434,José Emilio Ignacio Velázquez,45.0,M,Trujillo,La Merced,2020-06-07,Web,Nuevo
9435,Francisca Florencia Pedraza Villaseñor,45.0,F,Lima,Pueblo Libre,2020-06-21,Web,Regular
9436,Florencia Villanueva Vélez,18.0,F,Lima,Jesus María,2022-12-09,Tienda Física,Ocasional
9437,María Teresa Dulce Velázquez,50.0,F,Piura,Centro,2020-07-11,Tienda Física,Regular
9438,Hugo Javier Chapa Chávez,31.0,M,Lima,Miraflores,2020-11-24,App,Ocasional
9439,Dr. Humberto Torres,34.0,M,Lima,Miraflores,2020-05-25,Tienda Física,Ocasional
9440,Ana Florencia Anaya Madera,29.0,F,Arequipa,Cerro Colorado,2022-11-01,Tienda Física,Regular
9441,Srita. Rosalia Páez,51.0,F,Lima,Lince,2021-03-28,App,Ocasional
9442,Celia Karla Mendoza,60.0,F,Trujillo,El Recreo,2020-07-19,Web,Ocasional
9443,Cynthia Rivero Nava,18.0,F,Lima,Jesus María,2022-02-08,Web,Ocasional
9444,Irene Ortega,28.0,F,Lima,La Molina,2021-08-16,App,Nuevo
9445,Ana Ana Ballesteros,54.0,F,Piura,Sullana,2020-07-19,Tienda Física,Premium
9446,Salma Cano Suárez,26.0,F,Lima,Pueblo Libre,2022-06-24,Tienda Física,Ocasional
9447,Srita. María Eugenia Ocampo,35.0,F,Lima,Pueblo Libre,2022-06-13,Web,Regular
9448,Sra. Noemí Bueno,56.0,F,Piura,,2021-10-15,Tienda Física,Nuevo
9449,Silvano Núñez,46.0,M,Piura,Castilla,2022-08-26,Tienda Física,Premium
9450,Ana Luisa Trinidad Caldera Angulo,40.0,F,Arequipa,Cayma,2020-09-19,App,Regular
9451,Rodolfo Rosas,28.0,M,Trujillo,La Merced,2021-01-01,App,Regular
9452,José Manuél Caraballo Aguayo,34.0,M,Lima,Magdalena,2022-03-09,Tienda Física,Regular
9453,Dr. José Emilio Rojas,34.0,M,Lima,Lince,2020-08-18,Tienda Física,Ocasional
9454,Clara Diana Santillán Mendoza,47.0,F,Trujillo,La Merced,2020-11-10,Web,Nuevo
9455,Agustín Zacarías Meraz,,M,Arequipa,Cercado,2022-07-15,App,Ocasional
9456,Virginia Itzel Griego Heredia,20.0,F,Lima,San Isidro,2020-12-16,App,Premium
9457,Elvia Cepeda,43.0,F,Cusco,,2022-03-02,Web,Nuevo
9458,Citlali Núñez,36.0,F,Cusco,San Sebastián,2021-05-28,Web,Regular
9459,Amanda Ocasio Morales,43.0,F,Lima,Pueblo Libre,2020-11-17,App,Ocasional
9460,Victoria Alejandra Márquez Montalvo,43.0,F,Lima,Magdalena,2020-01-16,App,Nuevo
9461,Ángela Lilia Jurado Hidalgo,36.0,F,Piura,Veintiséis de Octubre,2020-10-08,Tienda Física,Regular
9462,Cornelio Vázquez,24.0,M,Trujillo,El Recreo,2020-06-11,Web,Regular
9463,Sra. Ana Gastélum,45.0,F,Piura,Centro,2020-12-20,Tienda Física,Regular
9464,Andrés Saldivar Barrios,30.0,M,Lima,Magdalena,2021-02-20,Web,Nuevo
9465,David Velázquez Martínez,35.0,M,Piura,Centro,2021-03-25,Web,Regular
9466,José Carlos Tovar,69.0,M,Lima,La Molina,2021-02-09,Tienda Física,Premium
9467,Mariana Villa Niño,35.0,F,Lima,La Molina,2021-06-22,Tienda Física,Nuevo
9468,Eugenio Eric Aparicio Suárez,37.0,M,Lima,Surco,2020-05-31,Tienda Física,Nuevo
9469,Rodrigo Ramos,18.0,M,Lima,Magdalena,2022-06-17,Tienda Física,Regular
9470,María Luisa Elsa Ulloa Pelayo,28.0,F,Cusco,San Jerónimo,2020-06-20,Web,Ocasional
9471,Carlos Guevara Acevedo,28.0,M,Arequipa,Cerro Colorado,2022-01-27,App,Ocasional
9472,Carlota Asunción Ledesma Aguilar,26.0,F,Arequipa,Cercado,2022-04-27,Tienda Física,Ocasional
9473,Raquel Bustamante,18.0,F,Lima,Surco,2020-03-02,Tienda Física,Ocasional
9474,Humberto Botello Colón,41.0,M,Arequipa,Yanahuara,2021-06-22,Tienda Física,Premium
9475,Lucía Tejada,48.0,F,Cusco,Wanchaq,2022-09-09,Web,Nuevo
9476,Dr. Daniel Saiz,45.0,M,Trujillo,La Merced,2022-10-25,Web,Regular
9477,Irma Dulce María Rolón Covarrubias,39.0,F,Piura,Miraflores,2022-01-14,Web,Regular
9478,Leonor Virginia Aguilar Galván,47.0,F,Cusco,San Jerónimo,2022-05-03,Web,Premium
9479,Rebeca Ángela Negrete Vanegas,28.0,F,Lima,Barranco,2020-01-08,Web,Premium
9480,Óliver Arias Lucero,43.0,M,Cusco,Santiago,2022-12-04,Tienda Física,Premium
9481,Dra. Norma Pichardo,30.0,F,Trujillo,El Recreo,2020-11-20,Web,Regular
9482,Julio César Teodoro Griego Espinoza,43.0,M,Lima,Surco,2022-11-03,App,Nuevo
9483,Perla María Cardenas Ocasio,46.0,F,Cusco,Cercado,2021-04-10,Tienda Física,Nuevo
9484,Dr. Mauro Anguiano,22.0,M,Lima,San Miguel,2021-11-21,App,Regular
9485,Rafaél Gerónimo Zambrano Marrero,50.0,M,Arequipa,Cerro Colorado,2021-10-23,App,Premium
9486,Omar de la Garza,36.0,M,Lima,San Miguel,2020-02-02,App,Ocasional
9487,Mateo Alva Covarrubias,53.0,M,Trujillo,Mansiche,2020-10-28,Tienda Física,Nuevo
9488,Sra. Lilia Rael,26.0,F,Trujillo,El Recreo,2022-08-24,Tienda Física,Regular
9489,Óliver Verdugo Cardenas,33.0,M,Trujillo,Vista Alegre,2022-05-30,Web,Premium
9490,Sr. Abelardo Carrera,18.0,M,Lima,Barranco,2022-06-02,Web,Regular
9491,Silvano Rubén Villanueva,33.0,M,Trujillo,La Merced,2021-12-20,Web,Nuevo
9492,Teodoro Corrales,28.0,M,Trujillo,Vista Alegre,2021-02-07,Tienda Física,Regular
